N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,OM,Fertility
0.0,0.46283783783783783,0.639792899408284,0.35714285714285715,0.377245508982036,0.53125,0.9418399718011985,0.5693430656934308,0.011191047162270184,0.7894736842105263,0.11869281045751634,1.0,0.5312500000000001,0.0
0.11730205278592376,0.4020270270270271,0.5155325443786982,0.6249999999999996,0.3892215568862276,0.3984375,1.0,0.7153284671532849,0.011191047162270184,0.7224880382775121,0.13333333333333336,1.0,0.39843750000000006,0.5
0.1348973607038123,0.43581081081081086,0.8128698224852071,0.5267857142857137,0.3053892215568863,0.53125,1.0,0.17518248175182485,0.04236610711430856,0.6411483253588517,0.1207843137254902,1.0,0.5312500000000001,0.0
0.2991202346041056,0.4020270270270271,0.6871301775147929,0.5714285714285714,0.5089820359281438,0.640625,1.0,0.4379562043795621,0.02398081534772183,0.7655502392344498,0.3079738562091503,1.0,0.6406250000000002,0.0
0.501466275659824,0.49662162162162166,0.8276627218934911,0.5892857142857139,0.6766467065868266,0.59375,1.0,0.33576642335766427,0.019984012789768187,0.6889952153110048,0.49254901960784314,1.0,0.5937500000000002,0.5
0.7038123167155426,0.3006756756756757,0.4371301775147929,0.49107142857142877,0.41317365269461087,0.5546875,1.0,0.36496350364963515,0.023181454836131102,0.5980861244019139,0.1877124183006536,1.0,0.5546875000000001,0.5
0.6510263929618768,0.5506756756756758,0.4681952662721893,0.5267857142857137,0.377245508982036,0.53125,0.9982375749030667,0.2919708029197081,0.031974420463629104,0.631578947368421,0.14483660130718953,1.0,0.5312500000000001,0.5
0.7595307917888563,0.38851351351351354,0.5155325443786982,0.47321428571428553,0.36526946107784436,0.46093749999999994,1.0,0.2335766423357665,0.019984012789768187,0.44497607655502397,0.13594771241830067,1.0,0.46093750000000017,0.5
0.5395894428152492,0.4222972972972973,0.28032544378698226,0.6160714285714284,0.23353293413173662,0.5078125,0.7514980613323935,1.0,0.015187849720223827,0.4545454545454546,0.12130718954248368,1.0,0.5078125000000001,0.0
0.7771260997067448,0.2533783783783784,0.2492603550295858,0.5803571428571427,0.5329341317365272,0.3984375,0.772647162495594,0.5693430656934308,0.0375699440447642,0.5023923444976076,0.14013071895424836,1.0,0.39843750000000006,0.5
0.8328445747800587,0.31418918918918926,0.5303254437869822,0.42857142857142855,0.24550898203592825,0.5546875,1.0,0.6277372262773724,0.03517186250999202,0.5119617224880383,0.11294117647058824,1.0,0.5546875000000001,0.5
0.6129032258064516,0.2533783783783784,0.34393491124260356,0.5892857142857139,0.6047904191616769,0.6171875,0.7796968628833274,0.7153284671532849,0.034372501998401285,0.4497607655502393,0.3994771241830065,1.0,0.6171875000000001,0.5
0.501466275659824,0.2398648648648649,0.4223372781065089,0.5535714285714282,0.42514970059880247,0.5078125,0.7867465632710611,0.8175182481751828,0.023181454836131102,0.44497607655502397,0.39738562091503266,1.0,0.5078125000000001,0.0
0.44868035190615835,0.2871621621621622,0.5155325443786982,0.5714285714285714,0.3053892215568863,0.46093749999999994,0.7303489601691928,0.30656934306569356,0.021582733812949645,0.39234449760765555,0.09307189542483658,1.0,0.46093750000000017,0.0
0.0,0.31418918918918926,0.625,0.35714285714285715,0.7125748502994012,0.5703125,0.7444483609446598,0.4379562043795621,0.026378896882494014,0.4976076555023923,0.09830065359477123,1.0,0.5703125000000001,0.0
0.07917888563049853,0.37500000000000006,0.45340236686390534,0.5178571428571425,0.41317365269461087,0.53125,0.7796968628833274,0.36496350364963515,0.022382094324540372,0.46411483253588526,0.10405228758169935,1.0,0.5312500000000001,0.0
0.41055718475073316,0.4222972972972973,0.34393491124260356,0.5714285714285714,0.49700598802395224,0.53125,0.7867465632710611,0.4379562043795621,0.025579536370903287,0.44497607655502397,0.4005228758169934,1.0,0.5312500000000001,0.0
0.0,0.347972972972973,0.4371301775147929,0.5,0.5808383233532934,0.3984375,0.6880507578427917,0.5985401459854016,0.03357314148681056,0.368421052631579,0.0988235294117647,1.0,0.39843750000000006,0.0
0.26392961876832843,0.2871621621621622,0.7344674556213018,0.3392857142857139,0.7125748502994012,0.44531250000000006,0.7303489601691928,0.45255474452554756,0.06874500399680257,0.7751196172248804,0.22588235294117645,1.0,0.44531250000000017,0.0
0.3548387096774194,0.43581081081081086,0.5303254437869822,0.3482142857142859,0.4491017964071857,0.5078125,0.8431441663729292,0.4087591240875913,0.2565947242206235,0.7224880382775121,0.5490196078431373,1.0,0.5078125000000001,0.0
0.41055718475073316,0.46283783783783783,0.5155325443786982,0.26785714285714324,0.7365269461077845,0.5546875,0.6739513570673246,0.4379562043795621,0.15827338129496404,0.6842105263157895,0.13803921568627453,1.0,0.5546875000000001,0.0
0.7419354838709677,0.2871621621621622,0.40606508875739644,0.3660714285714284,0.41317365269461087,0.5078125,0.9136411702502644,0.5109489051094891,0.031175059952038377,0.5406698564593301,0.1265359477124183,1.0,0.5078125000000001,0.5
0.4662756598240469,0.3006756756756757,0.13979289940828402,0.5178571428571425,0.6167664670658685,0.5703125,0.18047232992597817,0.54014598540146,0.044764188649080744,0.5119617224880383,0.19084967320261437,1.0,0.5703125000000001,0.0
0.0,0.2533783783783784,0.45340236686390534,0.48214285714285676,0.36526946107784436,0.5546875,0.9770884737398661,0.5985401459854016,0.023181454836131102,0.5358851674641149,0.1312418300653595,1.0,0.5546875000000001,0.0
0.04105571847507331,0.3614864864864865,0.35872781065088755,0.47321428571428553,0.5449101796407186,0.6171875,0.5893549524145224,0.5839416058394161,0.034372501998401285,0.5215311004784688,0.18562091503267975,1.0,0.6171875000000001,0.0
0.26392961876832843,0.4763513513513514,0.4223372781065089,0.6160714285714284,0.377245508982036,0.5078125,0.8713429679238632,0.5547445255474454,0.07913669064748202,0.5550239234449761,0.13856209150326798,1.0,0.5078125000000001,0.0
0.07917888563049853,0.46283783783783783,0.2655325443786982,0.5089285714285713,0.6167664670658685,0.53125,0.5470567500881214,0.4379562043795621,0.15267785771382897,0.4497607655502393,0.14274509803921567,1.0,0.5312500000000001,0.0
0.6686217008797654,0.38851351351351354,0.34393491124260356,0.4196428571428573,0.5928143712574852,0.44531250000000006,1.0,0.5109489051094891,0.07753796962430057,0.4545454545454546,0.13856209150326798,1.0,0.44531250000000017,0.5
0.8328445747800587,0.4222972972972973,0.35872781065088755,0.3303571428571427,0.13772455089820368,0.35937500000000006,1.0,0.6569343065693433,0.14948041566746606,0.7607655502392344,0.1735947712418301,1.0,0.35937500000000006,0.5
0.906158357771261,0.49662162162162166,0.4371301775147929,0.5089285714285713,0.31736526946107796,0.484375,1.0,0.5985401459854016,0.1478816946442846,0.5598086124401914,0.13908496732026143,1.0,0.4843750000000001,0.5
0.0,0.4763513513513514,0.7181952662721893,0.5089285714285713,0.7125748502994012,0.44531250000000006,0.934790271413465,0.5547445255474454,0.06794564348521184,0.4593301435406699,0.18405228758169934,1.0,0.44531250000000017,0.0
0.7976539589442815,0.46283783783783783,0.4371301775147929,0.4196428571428573,0.5688622754491018,0.5078125,1.0,0.42335766423357674,0.030375699440447646,0.5550239234449761,0.13856209150326798,1.0,0.5078125000000001,0.5
0.7038123167155426,0.4763513513513514,0.45340236686390534,0.4196428571428573,0.7724550898203594,0.3984375,0.1311244272118435,0.45255474452554756,0.04236610711430856,0.6411483253588517,0.13751633986928105,0.8301886792452828,0.39843750000000006,0.5
0.0,0.4222972972972973,0.375,0.4196428571428573,0.35329341317365276,0.5546875,0.4131124427211844,0.5693430656934308,0.023181454836131102,0.6602870813397129,0.14954248366013073,1.0,0.5546875000000001,0.0
0.6686217008797654,0.49662162162162166,0.4844674556213018,0.4196428571428573,0.664670658682635,0.6171875,1.0,0.9343065693430658,0.030375699440447646,0.5502392344497608,0.145359477124183,1.0,0.6171875000000001,0.5
0.5219941348973607,0.2871621621621622,0.5628698224852071,0.5982142857142851,0.36526946107784436,0.5703125,0.5541064504758548,0.467153284671533,0.024780175859312557,0.5358851674641149,0.12496732026143792,1.0,0.5703125000000001,0.0
0.3196480938416422,0.2398648648648649,0.4371301775147929,0.3303571428571427,0.784431137724551,0.5078125,0.5188579485371873,0.42335766423357674,0.03677058353317347,0.5502392344497608,0.13856209150326798,1.0,0.5078125000000001,0.0
0.4662756598240469,0.2736486486486487,0.5155325443786982,0.5982142857142851,0.49700598802395224,0.22656250000000003,0.7204793796263659,0.36496350364963515,0.7282174260591527,0.28708133971291866,0.4664052287581699,0.5943396226415093,0.22656250000000003,0.0
0.3196480938416422,0.31418918918918926,0.625,0.5982142857142851,0.43712574850299407,0.609375,0.27352837504406063,0.5109489051094891,0.30695443645083936,0.46411483253588526,0.27137254901960783,0.21698113207547168,0.6093750000000002,0.0
0.0967741935483871,0.4493243243243244,0.2492603550295858,0.7767857142857137,0.6526946107784434,0.0,0.4652802255904125,0.6277372262773724,0.5683453237410073,0.3732057416267943,0.3247058823529412,0.32075471698113206,0.0,0.0
0.5571847507331378,0.31418918918918926,0.17233727810650887,0.6874999999999998,0.377245508982036,0.45312500000000006,0.3376806485724357,0.5839416058394161,0.504396482813749,0.6842105263157895,0.4151633986928105,0.24528301886792453,0.4531250000000001,0.0
0.4838709677419355,0.4222972972972973,0.5776627218934911,0.6874999999999998,0.7245508982035929,0.3046875,0.18893197039125836,0.42335766423357674,0.34772182254196643,0.8947368421052632,0.6750326797385621,0.5754716981132076,0.3046875000000001,0.0
0.6510263929618768,0.347972972972973,0.4992603550295858,0.8660714285714284,0.31736526946107796,0.53125,0.2312301727176595,0.6569343065693433,0.6274980015987212,0.5885167464114833,0.7534640522875817,0.37735849056603776,0.5312500000000001,0.5
0.4281524926686217,0.2533783783783784,0.4371301775147929,0.5982142857142851,0.7485029940119761,0.078125,0.31653154740923517,0.39416058394160597,0.2701838529176659,0.6937799043062202,0.9124183006535947,0.46226415094339623,0.07812500000000001,0.0
0.8328445747800587,0.37500000000000006,0.4844674556213018,0.7767857142857137,0.8443113772455091,0.7578125,0.25237927388086007,0.7445255474452557,0.34932054356514797,0.368421052631579,0.5966013071895425,0.641509433962264,0.7578125000000002,0.5
0.7419354838709677,0.2398648648648649,0.2492603550295858,0.5982142857142851,0.377245508982036,0.609375,0.18893197039125836,0.5109489051094891,0.5931254996003198,0.20095693779904308,0.4664052287581699,0.7547169811320755,0.6093750000000002,0.5
0.24633431085043989,0.49662162162162166,0.4371301775147929,0.6874999999999998,0.6047904191616769,0.22656250000000003,0.48642932675361306,0.36496350364963515,0.7282174260591527,0.6028708133971292,0.24784313725490192,0.19811320754716982,0.22656250000000003,0.0
0.4838709677419355,0.37500000000000006,0.2492603550295858,0.5982142857142851,0.7125748502994012,0.45312500000000006,0.5075784279168136,0.7299270072992702,0.30455635491606714,0.5550239234449761,0.3247058823529412,0.16037735849056603,0.4531250000000001,0.0
0.501466275659824,0.4020270270270271,0.2655325443786982,0.6874999999999998,0.377245508982036,0.078125,0.25237927388086007,0.7445255474452557,0.7529976019184653,0.368421052631579,0.429281045751634,0.2641509433962264,0.07812500000000001,0.0
0.07917888563049853,0.2128378378378379,0.5155325443786982,0.6874999999999998,0.49700598802395224,0.0,0.31653154740923517,0.467153284671533,0.30455635491606714,0.4497607655502393,0.6766013071895426,0.1792452830188679,0.0,0.0
0.5219941348973607,0.31418918918918926,0.5628698224852071,0.5089285714285713,0.36526946107784436,0.14843749999999997,0.3588297497356363,0.37956204379562053,0.64828137490008,0.6507177033492823,0.4977777777777779,0.24528301886792453,0.14843750000000006,0.0
0.3548387096774194,0.46283783783783783,0.4992603550295858,0.5089285714285713,0.784431137724551,0.8359374999999999,0.40112795206203744,0.6423357664233579,0.46522781774580346,0.5885167464114833,0.39320261437908494,0.32075471698113206,0.8359375000000002,0.0
0.28152492668621704,0.32770270270270274,0.28032544378698226,0.4196428571428573,0.35329341317365276,0.609375,0.27352837504406063,0.30656934306569356,0.37090327737809753,0.36363636363636365,0.6766013071895426,0.21698113207547168,0.6093750000000002,0.0
0.1348973607038123,0.4222972972972973,0.4223372781065089,0.5089285714285713,0.7724550898203594,0.0,0.5075784279168136,0.6569343065693433,0.30695443645083936,0.7368421052631579,0.39320261437908494,0.2641509433962264,0.0,0.0
0.44868035190615835,0.2398648648648649,0.38979289940828404,0.4196428571428573,0.4850299401197606,0.14843749999999997,0.3588297497356363,0.37956204379562053,0.64828137490008,0.6507177033492823,0.4977777777777779,0.24528301886792453,0.14843750000000006,0.0
0.6129032258064516,0.37500000000000006,0.34393491124260356,0.5982142857142851,0.2934131736526947,0.609375,0.25237927388086007,0.5985401459854016,0.3844924060751399,0.2583732057416268,0.3095424836601307,0.1792452830188679,0.6093750000000002,0.0
0.4838709677419355,0.4222972972972973,0.375,0.4196428571428573,0.5928143712574852,0.0,0.3588297497356363,0.6569343065693433,0.7282174260591527,0.44497607655502397,0.6023529411764706,0.6792452830188679,0.0,0.0
0.44868035190615835,0.3614864864864865,0.40606508875739644,0.5089285714285713,0.5808383233532934,0.3046875,0.6351780049347903,0.467153284671533,0.5547561950439649,0.7129186602870814,0.6227450980392157,1.0,0.3046875000000001,0.0
0.5219941348973607,0.22635135135135137,0.35872781065088755,0.6874999999999998,0.4850299401197606,0.53125,0.25237927388086007,0.24817518248175185,0.30455635491606714,0.5789473684210527,0.38692810457516336,0.21698113207547168,0.5312500000000001,0.0
0.6129032258064516,0.4222972972972973,0.3276627218934911,0.5982142857142851,0.7724550898203594,0.7578125,0.7204793796263659,0.30656934306569356,0.39968025579536376,0.28708133971291866,0.6326797385620916,0.44339622641509435,0.7578125000000002,0.0
0.5747800586510264,0.38851351351351354,0.6087278106508875,0.6874999999999998,0.49700598802395224,0.609375,0.3376806485724357,0.8175182481751828,0.24380495603517188,0.4593301435406699,0.2687581699346405,0.5188679245283019,0.6093750000000002,0.0
0.22580645161290322,0.4763513513513514,0.4223372781065089,0.5982142857142851,0.7724550898203594,0.3046875,0.5075784279168136,0.4963503649635037,0.30695443645083936,0.9234449760765551,0.24784313725490192,0.37735849056603776,0.3046875000000001,0.0
0.3548387096774194,0.31418918918918926,0.4223372781065089,0.5089285714285713,0.49700598802395224,0.45312500000000006,0.6351780049347903,0.6569343065693433,0.214228617106315,0.7129186602870814,0.6870588235294118,0.21698113207547168,0.4531250000000001,0.0
0.4838709677419355,0.4763513513513514,0.6708579881656804,0.5089285714285713,0.41317365269461087,0.078125,0.25237927388086007,0.4087591240875913,0.48840927258193456,0.2822966507177034,0.43869281045751635,0.46226415094339623,0.07812500000000001,0.0
0.28152492668621704,0.31418918918918926,0.6560650887573964,0.5089285714285713,0.36526946107784436,0.8359374999999999,0.31653154740923517,0.7737226277372266,0.5835331734612311,0.3301435406698565,0.3247058823529412,0.641509433962264,0.8359375000000002,0.0
0.24633431085043989,0.4020270270270271,0.40606508875739644,0.5089285714285713,0.6407185628742517,0.6875,0.5717307014451886,0.6569343065693433,0.2350119904076739,0.4593301435406699,0.3681045751633987,0.7924528301886793,0.6875000000000001,0.0
