1,0.1,0.1,203,2860
1,0.1,0.2,203,2860
1,0.1,0.3,203,2860
1,0.1,0.4,203,2860
1,0.1,0.5,203,2860
1,0.1,0.6,203,2860
1,0.1,0.7,203,2860
1,0.1,0.8,203,2860
1,0.1,0.9,203,2860
1,0.2,0.1,203,2860
1,0.2,0.2,203,2860
1,0.2,0.3,203,2860
1,0.2,0.4,203,2860
1,0.2,0.5,203,2860
1,0.2,0.6,203,2860
1,0.2,0.7,203,2860
1,0.2,0.8,203,2860
1,0.2,0.9,203,2860
1,0.3,0.1,203,2860
1,0.3,0.2,203,2860
1,0.3,0.3,203,2860
1,0.3,0.4,203,2860
1,0.3,0.5,203,2860
1,0.3,0.6,203,2860
1,0.3,0.7,203,2860
1,0.3,0.8,203,2860
1,0.3,0.9,203,2860
1,0.4,0.1,203,2860
1,0.4,0.2,203,2860
1,0.4,0.3,203,2860
1,0.4,0.4,203,2860
1,0.4,0.5,203,2860
1,0.4,0.6,203,2860
1,0.4,0.7,203,2860
1,0.4,0.8,203,2860
1,0.4,0.9,203,2860
1,0.5,0.1,203,2456
1,0.5,0.2,203,2456
1,0.5,0.3,203,2456
1,0.5,0.4,203,2456
1,0.5,0.5,203,2456
1,0.5,0.6,203,2456
1,0.5,0.7,203,2456
1,0.5,0.8,203,2456
1,0.5,0.9,203,2456
1,0.6,0.1,203,1898
1,0.6,0.2,203,1898
1,0.6,0.3,203,1898
1,0.6,0.4,203,1898
1,0.6,0.5,203,1898
1,0.6,0.6,203,1898
1,0.6,0.7,203,1898
1,0.6,0.8,203,1898
1,0.6,0.9,203,1898
1,0.7,0.1,203,1898
1,0.7,0.2,203,1898
1,0.7,0.3,203,1898
1,0.7,0.4,203,1898
1,0.7,0.5,203,1898
1,0.7,0.6,203,1898
1,0.7,0.7,203,1898
1,0.7,0.8,203,1898
1,0.7,0.9,203,1898
1,0.8,0.1,203,1898
1,0.8,0.2,203,1898
1,0.8,0.3,203,1898
1,0.8,0.4,203,1898
1,0.8,0.5,203,1898
1,0.8,0.6,203,1898
1,0.8,0.7,203,1898
1,0.8,0.8,203,1898
1,0.8,0.9,203,1898
1,0.9,0.1,203,1898
1,0.9,0.2,203,1898
1,0.9,0.3,203,1898
1,0.9,0.4,203,1898
1,0.9,0.5,203,1898
1,0.9,0.6,203,1898
1,0.9,0.7,203,1898
1,0.9,0.8,203,1898
1,0.9,0.9,203,1898
2,0.1,0.1,203,2860
2,0.1,0.2,203,2860
2,0.1,0.3,203,2860
2,0.1,0.4,203,2860
2,0.1,0.5,203,2860
2,0.1,0.6,203,2860
2,0.1,0.7,203,2860
2,0.1,0.8,203,2860
2,0.1,0.9,203,2860
2,0.2,0.1,203,2860
2,0.2,0.2,203,2860
2,0.2,0.3,203,2860
2,0.2,0.4,203,2860
2,0.2,0.5,203,2860
2,0.2,0.6,203,2860
2,0.2,0.7,203,2860
2,0.2,0.8,203,2860
2,0.2,0.9,203,2860
2,0.3,0.1,203,2860
2,0.3,0.2,203,2860
2,0.3,0.3,203,2860
2,0.3,0.4,203,2860
2,0.3,0.5,203,2860
2,0.3,0.6,203,2860
2,0.3,0.7,203,2860
2,0.3,0.8,203,2860
2,0.3,0.9,203,2860
2,0.4,0.1,203,2860
2,0.4,0.2,203,2860
2,0.4,0.3,203,2860
2,0.4,0.4,203,2860
2,0.4,0.5,203,2860
2,0.4,0.6,203,2860
2,0.4,0.7,203,2860
2,0.4,0.8,203,2860
2,0.4,0.9,203,2860
2,0.5,0.1,203,2456
2,0.5,0.2,203,2456
2,0.5,0.3,203,2456
2,0.5,0.4,203,2456
2,0.5,0.5,203,2456
2,0.5,0.6,203,2456
2,0.5,0.7,203,2456
2,0.5,0.8,203,2456
2,0.5,0.9,203,2456
2,0.6,0.1,203,1898
2,0.6,0.2,203,1898
2,0.6,0.3,203,1898
2,0.6,0.4,203,1898
2,0.6,0.5,203,1898
2,0.6,0.6,203,1898
2,0.6,0.7,203,1898
2,0.6,0.8,203,1898
2,0.6,0.9,203,1898
2,0.7,0.1,203,1898
2,0.7,0.2,203,1898
2,0.7,0.3,203,1898
2,0.7,0.4,203,1898
2,0.7,0.5,203,1898
2,0.7,0.6,203,1898
2,0.7,0.7,203,1898
2,0.7,0.8,203,1898
2,0.7,0.9,203,1898
2,0.8,0.1,203,1898
2,0.8,0.2,203,1898
2,0.8,0.3,203,1898
2,0.8,0.4,203,1898
2,0.8,0.5,203,1898
2,0.8,0.6,203,1898
2,0.8,0.7,203,1898
2,0.8,0.8,203,1898
2,0.8,0.9,203,1898
2,0.9,0.1,203,1898
2,0.9,0.2,203,1898
2,0.9,0.3,203,1898
2,0.9,0.4,203,1898
2,0.9,0.5,203,1898
2,0.9,0.6,203,1898
2,0.9,0.7,203,1898
2,0.9,0.8,203,1898
2,0.9,0.9,203,1898
3,0.1,0.1,203,2860
3,0.1,0.2,203,2860
3,0.1,0.3,203,2860
3,0.1,0.4,203,2860
3,0.1,0.5,203,2860
3,0.1,0.6,203,2860
3,0.1,0.7,203,2860
3,0.1,0.8,203,2860
3,0.1,0.9,203,2860
3,0.2,0.1,203,2860
3,0.2,0.2,203,2860
3,0.2,0.3,203,2860
3,0.2,0.4,203,2860
3,0.2,0.5,203,2860
3,0.2,0.6,203,2860
3,0.2,0.7,203,2860
3,0.2,0.8,203,2860
3,0.2,0.9,203,2860
3,0.3,0.1,203,2860
3,0.3,0.2,203,2860
3,0.3,0.3,203,2860
3,0.3,0.4,203,2860
3,0.3,0.5,203,2860
3,0.3,0.6,203,2860
3,0.3,0.7,203,2860
3,0.3,0.8,203,2860
3,0.3,0.9,203,2860
3,0.4,0.1,203,2860
3,0.4,0.2,203,2860
3,0.4,0.3,203,2860
3,0.4,0.4,203,2860
3,0.4,0.5,203,2860
3,0.4,0.6,203,2860
3,0.4,0.7,203,2860
3,0.4,0.8,203,2860
3,0.4,0.9,203,2860
3,0.5,0.1,203,2456
3,0.5,0.2,203,2456
3,0.5,0.3,203,2456
3,0.5,0.4,203,2456
3,0.5,0.5,203,2456
3,0.5,0.6,203,2456
